A1BG	1
A1B	1
ABG	1
DKFZp686F0970	1
GAB	1
HYST2477	1
A2M	2
CPAMD5	2
DKFZp779B086	2
FWP007	2
S863-7	2
A2MP	3
NAT1	9
AAC1	9
NATI	9
NAT2	10
AAC2	10
PNAT	10
AACP	11
NATP	11
SERPINA3	12
AACT	12
ACT	12
GIG24	12
GIG25	12
MGC88254	12
AADAC	13
CES5A1	13
DAC	13
AAMP	14
AANAT	15
AA-NAT	15
SNAT	15
AARS	16
AAVS1	17
AAV	17
ABAT	18
FLJ17813	18
GABA-AT	18
GABAT	18
NPD009	18
ABCA1	19
ABC-1	19
ABC1	19
CERP	19
FLJ14958	19
HDLDT1	19
MGC164864	19
MGC165011	19
TGD	19
ABCA2	20
ABC2	20
MGC129761	20
ABCA3	21
ABC-C	21
ABC3	21
EST111653	21
LBM180	21
MGC166979	21
MGC72201	21
SMDP3	21
ABCB7	22
ABC7	22
ASAT	22
Atm1p	22
EST140535	22
ABCF1	23
ABC27	23
ABC50	23
ABCA4	24
ABC10	24
ABCR	24
ARMD2	24
CORD3	24
DKFZp781N1972	24
FFM	24
FLJ17534	24
RMP	24
RP19	24
STGD	24
STGD1	24
ABL1	25
ABL	25
JTK7	25
bcr/abl	25
c-ABL	25
p150	25
v-abl	25
ABP1	26
ABP	26
AOC1	26
DAO	26
DAO1	26
KAO	26
ABL2	27
ABLL	27
ARG	27
FLJ22224	27
FLJ31718	27
FLJ41441	27
ABO	28
A3GALNT	28
A3GALT1	28
GTB	28
NAGAT	28
ABR	29
FLJ45954	29
MDB	29
ACAA1	30
ACAA	30
PTHIO	30
THIO	30
ACACA	31
ACAC	31
ACC	31
ACC1	31
ACCA	31
ACACB	32
ACC2	32
ACCB	32
HACC275	32
ACADL	33
ACAD4	33
FLJ94052	33
LCAD	33
ACADM	34
ACAD1	34
FLJ18227	34
FLJ93013	34
FLJ99884	34
MCAD	34
MCADH	34
ACADS	35
ACAD3	35
SCAD	35
ACADSB	36
2-MEBCAD	36
ACAD7	36
SBCAD	36
ACADVL	37
ACAD6	37
LCACD	37
VLCAD	37
ACAT1	38
ACAT	38
MAT	38
T2	38
THIL	38
ACAT2	39
ACCN1	40
ACCN	40
ASIC2	40
ASIC2a	40
BNC1	40
BNaC1	40
MDEG	40
hBNaC1	40
ACCN2	41
ASIC	41
ASIC1	41
ASIC1A	41
BNaC2	41
hBNaC2	41
ACHE	43
ARACHE	43
N-ACHE	43
YT	43
ACLS	46
ACLY	47
ACL	47
ATPCL	47
CLATP	47
ACO1	48
ACONS	48
IREB1	48
IREBP	48
IREBP1	48
IRP1	48
ACR	49
ACO2	50
ACONM	50
MGC20605	50
MGC33908	50
ACOX1	51
ACOX	51
MGC1198	51
PALMCOX	51
SCOX	51
ACP1	52
HAAP	52
MGC111030	52
MGC3499	52
ACP2	53
ACP5	54
MGC117378	54
TRAP	54
ACPP	55
ACP-3	55
ACP3	55
PAP	55
ACRV1	56
D11S4365	56
SP-10	56
SPACA2	56
ACTA1	58
ACTA	58
ASMA	58
CFTD	58
CFTD1	58
CFTDM	58
MPFD	58
NEM1	58
NEM2	58
NEM3	58
ACTA2	59
AAT6	59
ACTSA	59
ACTB	60
PS1TP5BP1	60
ACTBP1	61
ACTBP2	62
ACTBP3	63
ACTBP4	64
ACTBP5	65
ACTBP6	66
H8-PSI-BETA-AC3	66
ACTBP7	67
ACTBP8	68
ACTBP2	68
ACTBP9	69
ACTC1	70
ACTC	70
ASD5	70
